Apellidos	Bodega	Código	Nombre del artículo	Línea	No. de parte	Unidad	Cantidad disponible	Precio	Proveedor	Detalles del artículo
0131623	01	31623	"M 10 T5500E 04L 30""VACIO"	VAPOR		CU	0	496018	ASHCROFT	
0131624	01	31624	M 10 T5500E 04L XLL 160#	VAPOR		CU	0	525114	ASHCROFT	
0131650	01	31650	TERM 50 EI 60 E 060XCS 10/150C-50/300F	VAPOR		CU	0	60216	ASHCROFT	
0131651	01	31651	TERM 50 EI60 E120 10/150C-50/300F	VAPOR	50 EI60 E120 10/150C	CU	0	65619	ASHCROFT	"Termómetro bimetálico, marca Ashcroft, modelo EI carátula de 5"" maxivisión la cual elimina el paralaje al colocar el puntero en el mismo plano que las graduaciones, sellado herméticamente, ajuste externo en la parte posterior de la caja, exactitud de 1% de la escala total según NORMA B40.3 Grado A, construcción en acero inoxidable soldado 304, vidrio inastillable, conexión de ½” rosca NPT atrás posterior, espiga de 12"" rango en escala 10/150°C-F, con placa inox. (XNH)"
0131655	01	31655	TERM 50 EI 60 E 025 0/200C	VAPOR	50 EI60 E025 0/200C	CU	3	61687	ASHCROFT	"Termómetro bimetálico, marca Ashcroft, modelo EI carátula de 5"" maxivisión la cual elimina el paralaje al colocar el puntero en el mismo plano que las graduaciones, sellado herméticamente, ajuste externo en la parte posterior de la caja, exactitud de 1% de la escala total según NORMA B40.3 Grado A, construcción en acero inoxidable soldado 304, vidrio inastillable, conexión de ½” rosca NPT atrás ángulo variable, espiga de 2.5"" rango en escala 0/200°C"
0131658	01	31658	TERM 50 EI 60 R 060 0/100C	VAPOR	50 EI60 R060 0/100C	CU	1	40167	ASHCROFT	
0131659	01	31659	TERM 50 EI 60 R 040 0/200C	VAPOR	50 EI60 R040 0/200C	CU	3	40846	ASHCROFT	"Termómetro bimetálico, marca Ashcroft, modelo EI carátula de 5"" maxivisión la cual elimina el paralaje al colocar el puntero en el mismo plano que las graduaciones, sellado herméticamente, ajuste externo en la parte posterior de la caja, exactitud de 1% de la escala total según NORMA B40.3 Grado A, construcción en acero inoxidable soldado 304, vidrio inastillable, conexión de ½” rosca NPT atrás posterior, espiga de 4"" rango en escala 0/200°C"
0131660	01	31660	TERM 50 EI 60 R 060 0/300C	VAPOR	50 EI60 R060 0/300C	CU	2	45453	ASHCROFT	"Termómetro bimetálico, marca Ashcroft, modelo EI carátula de 5"" maxivisión la cual elimina el paralaje al colocar el puntero en el mismo plano que las graduaciones, sellado herméticamente, ajuste externo en la parte posterior de la caja, exactitud de 1% de la escala total según NORMA B40.3 Grado A, construcción en acero inoxidable soldado 304, vidrio inastillable, conexión de ½” rosca NPT atrás posterior, espiga de 6"" rango en escala 0/300°C"
0131661	01	31661	TERM 50 EI 60 R 060 0/200C	VAPOR	50EI60 R060 0/200C	CU	4	40846	ASHCROFT	"Termómetro bimetálico, marca Ashcroft, modelo EI carátula de 5"" maxivisión la cual elimina el paralaje al colocar el puntero en el mismo plano que las graduaciones, sellado herméticamente, ajuste externo en la parte posterior de la caja, exactitud de 1% de la escala total según NORMA B40.3 Grado A, construcción en acero inoxidable soldado 304, vidrio inastillable, conexión de ½” rosca NPT atrás posterior, espiga de 6"" rango en escala 0/200°C"
0131662	01	31662	TERM 50 EI 60 E 060 0/100C	VAPOR	50 EI60 E060 0/100C	CU	0	84661	ASHCROFT	
0131663	01	31663	TERM 50 EI 60 R 060 50/450C	VAPOR	50 EI60 R060 50/450C	CU	3	39382	ASHCROFT	"Termómetro bimetálico, marca Ashcroft, modelo EI carátula de 5"" maxivisión la cual elimina el paralaje al colocar el puntero en el mismo plano que las graduaciones, sellado herméticamente, ajuste externo en la parte posterior de la caja, exactitud de 1% de la escala total según NORMA B40.3 Grado A, construcción en acero inoxidable soldado 304, vidrio inastillable, conexión de ½” rosca NPT atrás posterior, espiga de 6"" rango en escala 50/450°C"
0131665	01	31665	TERM 50 EI 60 E 040 0/200C	VAPOR	50 EI60 E040 0/200C	CU	1	80597	ASHCROFT	"Termómetro bimetálico, marca Ashcroft, modelo EI carátula de 5"" maxivisión la cual elimina el paralaje al colocar el puntero en el mismo plano que las graduaciones, sellado herméticamente, ajuste externo en la parte posterior de la caja, exactitud de 1% de la escala total según NORMA B40.3 Grado A, construcción en acero inoxidable soldado 304, vidrio inastillable, conexión de ½” rosca NPT atrás ángulo variable, espiga de 4"" rango en escala 0/200°C"
0131666	01	31666	TERM 50 EI 60 E 060 0/300C	VAPOR	50 EI60 E060 0/300C	CU	1	56151	ASHCROFT	"Termómetro bimetálico, marca Ashcroft, modelo EI carátula de 5"" maxivisión la cual elimina el paralaje al colocar el puntero en el mismo plano que las graduaciones, sellado herméticamente, ajuste externo en la parte posterior de la caja, exactitud de 1% de la escala total según NORMA B40.3 Grado A, construcción en acero inoxidable soldado 304, vidrio inastillable, conexión de ½” rosca NPT atrás ángulo variable, espiga de 6"" rango en escala 0/300°C"
0131670	01	31670	TERM 50 EI 60 E 090 50/450C	VAPOR	50 EI 60 E 090 50/450C	CU	1	51817	ASHCROFT	"Termómetro bimetálico, marca Ashcroft, modelo EI carátula de 5"" maxivisión la cual elimina el paralaje al colocar el puntero en el mismo plano que las graduaciones, sellado herméticamente, ajuste externo en la parte posterior de la caja, exactitud de 1% de la escala total según NORMA B40.3 Grado A, construcción en acero inoxidable soldado 304, vidrio inastillable, conexión de ½” rosca NPT atrás ángulo variable, espiga de 9"" rango en escala 50/450°C"
0131699	01	31699	TERM 50 EI 60 R 090 0/300C	VAPOR	50 EI 60 R 090 0/300C	CU	1	41470	ASHCROFT	"Termómetro bimetálico, marca Ashcroft, modelo EI carátula de 5"" maxivisión la cual elimina el paralaje al colocar el puntero en el mismo plano que las graduaciones, sellado herméticamente, ajuste externo en la parte posterior de la caja, exactitud de 1% de la escala total según NORMA B40.3 Grado A, construcción en acero inoxidable soldado 304, vidrio inastillable, conexión de ½” rosca NPT atrás posterior, espiga de 9"" rango en escala 0/300°C"
0131700	01	31700	TERM EI 60 R 040 100/500C	VAPOR		CU	0	41308	ASHCROFT	
0131701	01	31701	TERM 50 EI 60 R 090 100/500C	VAPOR	50 EI 60 R 090 100/500C	CU	0	41470	ASHCROFT	"Termómetro bimetálico, marca Ashcroft, modelo EI carátula de 5"" maxivisión la cual elimina el paralaje al colocar el puntero en el mismo plano que las graduaciones, sellado herméticamente, ajuste externo en la parte posterior de la caja, exactitud de 1% de la escala total según NORMA B40.3 Grado A, construcción en acero inoxidable soldado 304, vidrio inastillable, conexión de ½” rosca NPT atrás posterior, espiga de 9"" rango en escala 100/500°C"
0131702	01	31702	TERM 50 EI 60 E 060 100/500C	VAPOR	50 EI60 E060 100/500C	CU	2	61085	ASHCROFT	"Termómetro bimetálico, marca Ashcroft, modelo EI carátula de 5"" maxivisión la cual elimina el paralaje al colocar el puntero en el mismo plano que las graduaciones, sellado herméticamente, ajuste externo en la parte posterior de la caja, exactitud de 1% de la escala total según NORMA B40.3 Grado A, construcción en acero inoxidable soldado 304, vidrio inastillable, conexión de ½” rosca NPT atrás ángulo variable, espiga de 6"" rango en escala 100/500°C"
0131704	01	31704	TERM 50 EI 60 E 090 0/200C	VAPOR	50 EI60 E090 0/200C	CU	1	61058	ASHCROFT	"Termómetro bimetálico, marca Ashcroft, modelo EI carátula de 5"" maxivisión la cual elimina el paralaje al colocar el puntero en el mismo plano que las graduaciones, sellado herméticamente, ajuste externo en la parte posterior de la caja, exactitud de 1% de la escala total según NORMA B40.3 Grado A, construcción en acero inoxidable soldado 304, vidrio inastillable, conexión de ½” rosca NPT atrás ángulo variable, espiga de 9"" rango en escala 0/200°C"
0131705	01	31705	TERM 50 EI 60 R 090 0/200F	VAPOR	50 EI60 R090 0/200F	CU	30	41470	ASHCROFT	"Termómetro bimetálico, marca Ashcroft, modelo EI carátula de 5"" maxivisión la cual elimina el paralaje al colocar el puntero en el mismo plano que las graduaciones, sellado herméticamente, ajuste externo en la parte posterior de la caja, exactitud de 1% de la escala total según NORMA B40.3 Grado A, construcción en acero inoxidable soldado 304, vidrio inastillable, conexión de ½” rosca NPT atrás posterior, espiga de 9"" rango en escala 0/200°F"
0131706	01	31706	TERM 50 EL 60 R 040 0/100C	VAPOR	50 EL60 R040 0/100C	CU	1	54800	ASHCROFT	"Termómetro bimetálico, marca Ashcroft, modelo EL carátula de 5"" maxivisión la cual elimina el paralaje al colocar el puntero en el mismo plano que las graduaciones, sellado herméticamente, ajuste externo en la parte posterior de la caja, exactitud de 1% de la escala total según NORMA B40.3 Grado A, construcción en acero inoxidable soldado 304, vidrio inastillable, conexión de ½” rosca NPT atrás posterior, espiga de 4"" rango en escala 0/100°C, lleno de silicón"
0131707	01	31707	TERM 50 EL 60 R 060 10/150C	VAPOR	50 EL60 R060 10/150C	CU	0	54800	ASHCROFT	"Termómetro bimetálico, marca Ashcroft, modelo EL carátula de 5"" maxivisión la cual elimina el paralaje al colocar el puntero en el mismo plano que las graduaciones, sellado herméticamente, ajuste externo en la parte posterior de la caja, exactitud de 1% de la escala total según NORMA B40.3 Grado A, construcción en acero inoxidable soldado 304, vidrio inastillable, conexión de ½” rosca NPT atrás posterior, espiga de 6"" rango en escala 10/150°C, lleno de silicón"
0131712	01	31712	TERMOPOZO 75 W 0162 HM 260C	VAPOR		CU	5	44451	ASHCROFT	
0131714	01	31714	M 50 1008S 02L 10.000#	VAPOR	50 1008S 02L 10.000#	CU	3	56953	ASHCROFT	
0131715	01	31715	M 50 1008S 02L 160#	VAPOR	50 1008S 02L 160#	CU	1	53795	ASHCROFT	"Manómetro de bourdón, marca Ashcroft. Modelo: 50 - 1008 S - 02L  0/160psi Seco, Caja y bisel de acero inoxidable 304, bisel engargolado, ventana de policarbonato, carátula de 2” Ø color blanco, caracteres negros, escala (psi), bourdón y  socket de acero inoxidable 316L, conexión lateral de 1/4” NPT, movimiento  suspendido  (PowerFlex) en  acero  inoxidable  300,  exactitud Grado B (3-2-3%) según norma ASME B 40.100."
0131716	01	31716	M 50 1008 SL 02B 160# S/ATRAS	VAPOR	50 1008SL 02B 160# S/ATRAS	CU	1	64721	ASHCROFT	"Manómetro de bourdón, marca Ashcroft. Modelo: 50 - 1008 S - 02L  0/160psi Con Glicerina, Caja y bisel de acero inoxidable 304, bisel engargolado, ventana de policarbonato, carátula de 2” Ø color blanco, caracteres negros, escala (psi), bourdón y  socket de acero inoxidable 316L, conexión atrás de 1/4” NPT, movimiento  suspendido  (PowerFlex) en  acero  inoxidable  300,  exactitud Grado B (3-2-3%) según norma ASME B 40.100."
0131717	01	31717	"M 50 1008S 01B XZD 30""HG-VAC"	VAPOR	50 1008 S 01B XZD 30/0 INHG	CU	0	70536	ASHCROFT	
0131721	01	31721	M 10 1008S 04L 30V/0/30#	VAPOR	10 1008S 04L 30IMV/30#	CU	1	71112	ASHCROFT	
0131722	01	31722	"M 10 1008S 02L 30""VACIO"	VAPOR	"10 1008S 02L 30""VACIO"	CU	0	62065	ASHCROFT	
0131723	01	31723	M 10 1008S 04L 30#	VAPOR	10 1008S 04L 30#	CU	0	66625	ASHCROFT	"Manómetro de bourdón, marca Ashcroft. Modelo: 100 - 1008 S - 04L 0/30 PSI Seco Caja y bisel de acero inoxidable 304, bisel engargolado, ventana de policarbonato, carátula de 4”Ø color blanco, caracteres negros, escala (psi), bourdón y  socket de acero inoxidable 316L, conexión lateral de 1/2” NPT,   movimiento  suspendido  (PowerFlex) en  acero  inoxidable  300, exactitud Grado B (3-2-3%) según norma ASME B 40.100."
0131724	01	31724	M 10 1008S 02L XLL 200#	VAPOR	10 1008S 02L XLL 200#	CU	0	68032	ASHCROFT	"Manómetro de bourdón, marca Ashcroft. Modelo: 100 - 1008 SL - 04L 0/30 PSI con Glicerina Caja y bisel de acero inoxidable 304, bisel engargolado, ventana de policarbonato, carátula de 4”Ø color blanco, caracteres negros, escala (psi), bourdón y  socket de acero inoxidable 316L, conexión lateral de 1/2” NPT,   movimiento  suspendido  (PowerFlex) en  acero  inoxidable  300, exactitud Grado B (3-2-3%) según norma ASME B 40.100."
0131725	01	31725	M 10 1008 SL 02L 7KG	VAPOR	10 1008SL 02L 7KG	CU	1	57463.35	ASHCROFT	"Manómetro de bourdón, marca Ashcroft. Modelo: 100 - 1008 SL - 02L 0/7 kg/cm2; con Glicerina Caja y bisel de acero inoxidable 304, bisel engargolado, ventana de policarbonato, carátula de 4”Ø color blanco, caracteres negros, escala (kg/cm2), bourdón y  socket de acero inoxidable 316L, conexión lateral de 1/4” NPT,   movimiento  suspendido  (PowerFlex) en  acero  inoxidable  300, exactitud Grado B (3-2-3%) según norma ASME B 40.100."
0131726	01	31726	M 10 1008 A 02L 30V/0/85#	VAPOR	10 1008 A 02L 30/0/85	CU	13	23170	ASHCROFT	"Manovacuometro de bourdón, marca Ashcroft. (Vacío y presión positiva) Modelo: 100 - 1008 A - 02L 30/0/85 PSI Seco, Caja y bisel de acero inoxidable 304, bisel a presión, ventana de vidrio, carátula de 4”Ø color blanco, caracteres negros, escala (in hg - psi), bourdón en bronce y socket de latón, conexión Lateral de 1/4” NPT,  movimiento en acero inoxidable 300, exactitud Grado B (3-2-3%) según norma ASME B 40.100."
0131727	01	31727	M 10 1008 A 02L 30#	VAPOR	10 1008 A 02L 30#	CU	12	25985	ASHCROFT	"Manómetro de bourdón, marca Ashcroft. Modelo: 100 - 1008 A - 02L 0/30 PSI Seco, Caja y bisel de acero inoxidable 304, bisel a presión, ventana de vidrio, carátula de 4”Ø color blanco, caracteres negros, escala (psi), bourdón en bronce y socket de latón, conexión lateral de 1/4” NPT,  movimiento en acero inoxidable 300, exactitud Grado B (3-2-3%) según norma ASME B 40.100."
0131728	01	31728	M 10 1008 A 02L 160#	VAPOR	10 1008 A 02L 160#	CU	4	25985	ASHCROFT	"Manómetro de bourdón, marca Ashcroft. Modelo: 100 - 1008 A - 02L 0/160 PSI Seco, Caja y bisel de acero inoxidable 304, bisel a presión, ventana de vidrio, carátula de 4”Ø color blanco, caracteres negros, escala (psi), bourdón en bronce y socket de latón, conexión Lateral de 1/4” NPT,  movimiento en acero inoxidable 300, exactitud Grado B (3-2-3%) según norma ASME B 40.100."
0131729	01	31729	M 10 1008 A 02L 60#	VAPOR	10 1008A 02L 60#	CU	5	26011	ASHCROFT	"Manómetro de bourdón, marca Ashcroft. Modelo: 100 - 1008 A - 02B 0/160 PSI Seco, Caja y bisel de acero inoxidable 304, bisel a presión, ventana de vidrio, carátula de 4”Ø color blanco, caracteres negros, escala (psi), bourdón en bronce y socket de latón, conexión atrás de 1/4” NPT,  movimiento en acero inoxidable 300, exactitud Grado B (3-2-3%) según norma ASME B 40.100."
0131730	01	31730	M 10 1008 A 02L 200#	VAPOR	10 1008 A 02L 200#	CU	16	25985	ASHCROFT	"Manómetro de bourdón, marca Ashcroft. Modelo: 100 - 1008 A - 02L 0/200 PSI Seco, Caja y bisel de acero inoxidable 304, bisel a presión, ventana de vidrio, carátula de 4”Ø color blanco, caracteres negros, escala (psi), bourdón en bronce y socket de latón, conexión Lateral de 1/4” NPT,  movimiento en acero inoxidable 300, exactitud Grado B (3-2-3%) según norma ASME B 40.100."
0131731	01	31731	M 10 1008 A 02L 300#	VAPOR	10 1008 A 02L 300#	CU	0	25985	ASHCROFT	"Manómetro de bourdón, marca Ashcroft. Modelo: 100 - 1008 A - 02L 0/300 PSI Seco, Caja y bisel de acero inoxidable 304, bisel a presión, ventana de vidrio, carátula de 4”Ø color blanco, caracteres negros, escala (psi), bourdón en bronce y socket de latón, conexión Lateral de 1/4” NPT,  movimiento en acero inoxidable 300, exactitud Grado B (3-2-3%) según norma ASME B 40.100."
0131732	01	31732	M 10 1008 A 02L 100#	VAPOR	10 1008 A 02L 100#	CU	0	25985	ASHCROFT	"Manómetro de bourdón, marca Ashcroft. Modelo: 100 - 1008 A - 02L 0/100 PSI Seco, Caja y bisel de acero inoxidable 304, bisel a presión, ventana de vidrio, carátula de 4”Ø color blanco, caracteres negros, escala (psi), bourdón en bronce y socket de latón, conexión Lateral de 1/4” NPT,  movimiento en acero inoxidable 300, exactitud Grado B (3-2-3%) según norma ASME B 40.100."
0131733	01	31733	M 10 1008 A 02B 160# S/ATRAS	VAPOR	10 1008 A 02B 160#	CU	3	26069	ASHCROFT	"Manómetro de bourdón, marca Ashcroft. Modelo: 100 - 1008 S - 02B XLL   0/40 BAR (Plus Performance)Caja y bisel de acero inoxidable 304, bisel engargolado, ventana de policarbonato, carátula de 4”Ø color blanco, caracteres negros, escala (Bar), bourdón y  socket de acero inoxidable 316L, conexión lateral de 1/2” NPT,   movimiento  suspendido  (PowerFlex) en  acero  inoxidable  300, (XLL) mecanismo para absorber vibraciones y pulsaciones sin requerir el llenado de líquido, exactitud Grado B (3-2-3%) según norma ASME B 40.100."
0131734	01	31734	M 10 1008 A 02B 600# S/ATRAS	VAPOR	10 1008 A 02B 600#	CU	3	25495	ASHCROFT	"Manómetro de bourdón, marca Ashcroft. Modelo: 100 - 1008 AL - 02L 0/300 PSI con glicerina, Caja y bisel de acero inoxidable 304, bisel a presión, ventana de vidrio, carátula de 4”Ø color blanco, caracteres negros, escala (psi), bourdón en bronce y socket de latón, conexión Lateral de 1/4” NPT,  movimiento en acero inoxidable 300, exactitud Grado B (3-2-3%) según norma ASME B 40.100."
0131735	01	31735	M 10 1008 A 02B 1000# S/ATRAS	VAPOR	10 1008 A 02B 1000#	CU	0	28753	ASHCROFT	"Manómetro de bourdón, marca Ashcroft. Modelo: 100 - 1008 S - 02B XLL - XFF  0/100 PSI (Plus Performance) Caja y bisel de acero inoxidable 304, bisel engargolado, ventana de policarbonato, carátula de 4”Ø color blanco, caracteres negros, escala (psi), bourdón y  socket de acero inoxidable 316L, conexión atrás de 1/4” NPT,   movimiento  suspendido  (PowerFlex) en  acero  inoxidable  300, (XLL) mecanismo para absorber vibraciones y pulsaciones sin requerir el llenado de líquido, (XFF) con brida anterior para colocar a panel, exactitud Grado B (3-2-3%) según norma ASME B 40.100."
0131736	01	31736	M 10 1008S 02B XLLUC 10KSC	VAPOR		CU	0	75539	ASHCROFT	"Manómetro de bourdón, marca Ashcroft. Modelo: 40 - 1008 SL - 01B  0/11 Bar Con Glicerina, Caja y bisel de acero inoxidable 304, bisel engargolado, ventana de policarbonato, carátula de 1,1/2” Ø color blanco, caracteres negros, escala (Bar), bourdón y  socket de acero inoxidable 316L, conexión atrás de 1/8” NPT,   movimiento  suspendido  (PowerFlex) en  acero  inoxidable  300,  exactitud Grado B (3-2-3%) según norma ASME B 40.100."
0131737	01	31737	M 10 1008S 02B XLLUC 40KSC	VAPOR		CU	0	75539	ASHCROFT	"Manómetro de bourdón, marca Ashcroft. Modelo: 100 - 1008 S - 01B  0/11 Bar Seco, Caja y bisel de acero inoxidable 304, bisel engargolado, ventana de policarbonato, carátula de 4” Ø color blanco, caracteres negros, escala (Bar), bourdón y  socket de acero inoxidable 316L, conexión atrás de 1/8” NPT,   movimiento  suspendido  (PowerFlex) en  acero  inoxidable  300,  exactitud Grado B (3-2-3%) según norma ASME B 40.100."
0131744	01	31744	M 63 1008S 02L 100#	VAPOR	63 1008S 02L 100#	CU	7	36114	ASHCROFT	
0131745	01	31745	M 63 1008S 02B 160#	VAPOR	63 1008S 02B 1603	CU	0	35843	ASHCROFT	
0131746	01	31746	M 63 1008S 02B XLLUC 160BR/#	VAPOR	63 1008S 02B XLLUC 160BR/#	CU	0	46463	ASHCROFT	
0131750	01	31750	M 40 1008SL 01B 100#	VAPOR	40 1008SL 01B 100#	CU	4	60026	ASHCROFT	
0131756	01	31756	M 35 1009SW 04L XLL 10BR	VAPOR	35 1009SW 04L XLL 10BR	CU	1	71033	ASHCROFT	"Manómetro de bourdón, marca Ashcroft. Modelo: 35 - 1009 SW - 04L - XLL   0/10Bar Seco, Caja y bisel de acero inoxidable pulido 304, bisel tipo bayoneta, ventana de policarbonato, aguja ajustable, carátula de 3,1/2” Ø color blanco, caracteres negros, mecanismo en acero inoxidable, bourdón y socket de acero inoxidable 316, conexión lateral de 1/2” NPT, escala (Bar), movimiento suspendido (PowerFlex) en acero inoxidable 300, (XLL) mecanismo para absorber vibraciones y pulsaciones sin requerir el llenado de líquido, exactitud Grado 1A de 1% sobre escala total. ASME B40.100"
0131758	01	31758	M 35 1009SW 02L XR5 30V/150#	VAPOR	35 1009SW 02L XR5 30V/150#	CU	0	57352	ASHCROFT	"Manómetro de bourdón, marca Ashcroft. Para Aplicaciones en Amoniaco Modelo: 35 - 1009 SW - 02L - XR5  -30/0/150psi Seco, Caja y bisel de acero inoxidable pulido 304, bisel tipo bayoneta, ventana de policarbonato, aguja ajustable, carátula de 3,1/2” Ø color blanco, caracteres negros, mecanismo en acero inoxidable, bourdón y socket de acero inoxidable 316, conexión lateral de ¼” NPT, doble escala (psi y temperatura), movimiento suspendido (PowerFlex) en acero inoxidable 300, exactitud Grado 1A de 1% sobre escala total, ASME B40.100"
0131759	01	31759	M 35 1009SW 02L XR5 30V/300#	VAPOR	35 1009SW 02L XR5 30V/300#	CU	1	53238	ASHCROFT	"Manómetro de bourdón, marca Ashcroft. Para Aplicaciones en Amoniaco Modelo: 35 - 1009 SW - 02L - XR5  -30/0/300psi Seco, Caja y bisel de acero inoxidable pulido 304, bisel tipo bayoneta, ventana de policarbonato, aguja ajustable, carátula de 3,1/2” Ø color blanco, caracteres negros, mecanismo en acero inoxidable, bourdón y socket de acero inoxidable 316, conexión lateral de ¼” NPT, doble escala (psi y temperatura), movimiento suspendido (PowerFlex) en acero inoxidable 300, exactitud Grado 1A de 1% sobre escala total. ASME B40.100"
0131760	01	31760	M 35 1009SWL 02L XR5 300#	VAPOR	35 1009SWL 02L XR5 300#	CU	0	56452	ASHCROFT	"Manómetro de bourdón, marca Ashcroft. Modelo: 35 - 1009 SWL - 02L 0/60Bar Con Glicerina, Caja y bisel de acero inoxidable pulido 304, bisel tipo bayoneta, ventana de policarbonato, aguja ajustable, carátula de 3,1/2” Ø color blanco, caracteres negros, mecanismo en acero inoxidable, bourdón y socket de acero inoxidable 316, conexión lateral de 1/4” NPT, escala (Bar), movimiento suspendido (PowerFlex) en acero inoxidable 300, exactitud Grado 1A de 1% sobre escala total. ASME B40.100"
0131761	01	31761	M 35 1009SWL 02L XR5 160#	VAPOR	35 1009SWL 02L XR5 160#	CU	6	63845	ASHCROFT	"Manómetro de bourdón, marca Ashcroft. Modelo: 35 - 1009 SWL - 02L 0/150psi Con Glicerina Caja y bisel de acero inoxidable pulido 304, bisel tipo bayoneta, ventana de policarbonato, aguja ajustable, carátula de 3,1/2” Ø color blanco, caracteres negros, mecanismo en acero inoxidable, bourdón y socket de acero inoxidable 316, conexión lateral de 1/4” NPT, escala (psi), movimiento suspendido (PowerFlex) en acero inoxidable 300, exactitud Grado 1A de 1% sobre escala total. ASME B40.100"
0131762	01	31762	M 45 1009S 02B 200#	VAPOR	45 1009S 02B 200#	CU	0	118393	ASHCROFT	
0131763	01	31763	M 45 1009S 02B 30/0/150#	VAPOR	45 1009S 02B 30IMV/150#	CU	0	119716	ASHCROFT	
0131764	01	31764	M 45 1009S 04L XSGTR 20.000#	VAPOR		CU	0	136672	ASHCROFT	
0131765	01	31765	M 45 1009S 02L 200#	VAPOR	45 1009S 02L 200#	CU	0	107189	ASHCROFT	
0131766	01	31766	M 45 1009SL 02B XGV 100# S/ATR	VAPOR	45 1009 SL 02B XGV 100#	CU	5	114937	ASHCROFT	"Manómetro de bourdón, marca Ashcroft. Modelo: 45 - 1009 SL - 02B - XGV   0/100 psi Con silicona, Caja y bisel en acero inoxidable, bisel tipo bayoneta, ventana de acrílico, aguja ajustable, carátula de 4½”Ø color blanco, caracteres negros, escala (psi), bourdón y socket de acero inoxidable 316, conexión atrás de ¼“ NPT, movimiento en acero inoxidable 400, exactitud Grado 1A de 1% sobre escala total. ASME B40.100, (XGV) Liquido de llenado silicona."
0131767	01	31767	M 35 1009SW 02L 60#	VAPOR	35 1009SW 02L 60#	CU	0	47899	ASHCROFT	
0131768	01	31768	M 35 1009SWL 02L 100#	VAPOR	35 1009SWL 02L 100#	CU	10	53851	ASHCROFT	
0131769	01	31769	M 35 1009SWL 02L 160#	VAPOR	35 1009SWL 02L 160#	CU	33	55553	ASHCROFT	
0131770	01	31770	"M 35 1009SWL 02L 30""/0/100#"	VAPOR	35 1009SWL 02L 30IMV/0/100#	CU	6	54412	ASHCROFT	
0131771	01	31771	M 35 1009SWL 02L 300#	VAPOR	35 1009SWL 02L 300#	CU	4	52393	ASHCROFT	
0131772	01	31772	M 25 1009SW 02B XLLMPSGUC 10BR	VAPOR	25 1009SW 02B XLLMPSGUC 10BR	CU	0	76920	ASHCROFT	
0131800	01	31800	M 25 1009AW 02B 30# S/ATRAS	VAPOR	25 1009AW 02B 30#	CU	2	29621	ASHCROFT	"Manómetro de bourdón, marca Ashcroft. Modelo: 25 - 1009 AW - 02B    0/30 psi Seco, Caja y bisel de acero inoxidable pulido 304, bisel tipo bayoneta, ventana de policarbonato, aguja ajustable, carátula de 2,1/2” Ø color blanco, caracteres negros, mecanismo en acero inoxidable, bourdón bronce fosforado Grado A punta de latón y socket de latón, conexión atrás de 1/4” NPT, escala (psi), movimiento suspendido (PowerFlex) en acero inoxidable 300, exactitud Grado 1A de 1% sobre escala total. ASME B40.100"
0131804	01	31804	M 25 1009SW 01L XLL 55#/4KG	VAPOR	25 1009SW 01L XLL 4KG/55#	CU	2	29621	ASHCROFT	"Manómetro de bourdón, marca Ashcroft. Modelo: 25 - 1009 SW - 01L - XLL   0/55 psi y 0/4 kg/cm2 Seco, Caja y bisel de acero inoxidable pulido 304, bisel tipo bayoneta, ventana de policarbonato, aguja ajustable, carátula de 2,1/2” Ø color blanco, caracteres negros, mecanismo en acero inoxidable, bourdón y socket de acero inoxidable 316, conexión lateral de 1/8” NPT, doble escala (psi y kg/cm2), movimiento suspendido (PowerFlex) en acero inoxidable 300, (XLL) mecanismo para absorber vibraciones y pulsaciones sin requerir el llenado de líquido, exactitud Grado 1A de 1% sobre escala total. ASME B40.100"
0131806	01	31806	M 25 1009SW 01B XLL 55#/4KG SA	VAPOR	25 1009SW 01B XLL 55#	CU	4	29621	ASHCROFT	"Manómetro de bourdón, marca Ashcroft. Modelo: 25 - 1009 SW - 01B - XLL   0/55 psi Seco, Caja y bisel de acero inoxidable pulido 304, bisel tipo bayoneta, ventana de policarbonato, aguja ajustable, carátula de 2,1/2” Ø color blanco, caracteres negros, mecanismo en acero inoxidable, bourdón y socket de acero inoxidable 316, conexión atrás de 1/8” NPT, escala (psi), movimiento suspendido (PowerFlex) en acero inoxidable 300, (XLL) mecanismo para absorber vibraciones y pulsaciones sin requerir el llenado de líquido, exactitud Grado 1A de 1% sobre escala total. ASME B40.100"
0131808	01	31808	M 25 1009SWL 02L 160#	VAPOR	25 1009SWL 02L 160#	CU	4	46052	ASHCROFT	"Manómetro de bourdón, marca Ashcroft. Modelo: 25 - 1009 SWL - 02L   0/160 psi Con Glicerina Caja y bisel de acero inoxidable pulido 304, bisel tipo bayoneta, ventana de policarbonato, aguja ajustable, carátula de 2,1/2” Ø color blanco, caracteres negros, mecanismo en acero inoxidable, bourdón y socket de acero inoxidable 316, conexión lateral de 1/4” NPT, escala (psi), movimiento suspendido (PowerFlex) en acero inoxidable 300, exactitud Grado 1A de 1% sobre escala total. ASME B40.100"
