Apellidos	Bodega	Código	Nombre del artículo	Línea	No. de parte	Unidad	Cantidad disponible	Precio	Proveedor	Detalles del artículo
0100010	01	00010	HORNO SOLDADURA BAW 4.5KG 110V	SOLDADURA		CU	1	283248	BAW	"Horno para soldadura de 120/60hz, capacidad de 4.5kg, con 3 diferentes zonas de calentamiento y aislación térmica ecológica, modelo baw, fabricado en argentina."
0100029	01	00029	FUSIBLE A30QS300-4 300A/300VCD	SOLDADURA		CU	5	100577	MACTECH	Fusible principal para equipo QZ 1500 de la marca Stresstech
0100044	01	00044	ESAB OK 22.65C E6011 1/8	SOLDADURA		KG	0	3336	ESAB	
0100054	01	00054	CONECT SENCILLO P/TERMOCOUPLE	SOLDADURA		PAQ	3	42856.9	RELIANT	
0100060	01	00060	PINON 20DP 3.13 PD 560936524	SOLDADURA		CU	0	96348	ESAB	
0100061	01	00061	RACK 2239836	SOLDADURA		CU	0	262362	ESAB	
0100062	01	00062	CLIPS DERAIL 2058467	SOLDADURA		CU	0	24809	ESAB	
0100063	01	00063	BEARING BLOCK 40030123	SOLDADURA		CU	0	63614	ESAB	
0100064	01	00064	ECCENTRIC 992020	SOLDADURA		CU	0	119254	ESAB	
0100065	01	00065	BEARING SLAVE WHEEL 992025	SOLDADURA		CU	0	47220	ESAB	
0100066	01	00066	SPRING .75 OD 2233820	SOLDADURA		CU	0	8552	ESAB	
0100067	01	00067	SHAFT 51221	SOLDADURA		CU	0	119241	ESAB	
0100068	01	00068	BEARING 51216	SOLDADURA		CU	0	56220	ESAB	
0100069	01	00069	CAM LPT FOLLOWER 50N86	SOLDADURA		CU	0	29208	ESAB	
0100070	01	00070	SPRING COMPRESSION 56996592	SOLDADURA		CU	0	12604	ESAB	
0100073	01	00073	LIMP REMOVEDOR SKC-S 300GR	SOLDADURA	01-5750-78	CU	257	10670	HIGH TECH SUPPLIES	"Limpiador Marca Magnaflux Sponchecks modelo SKS-S de 300gr, temperatura máxima de 40° a 125°F, se utiliza para eliminar el exceso de grasa y penetrantes de la zona de inspección, clasificación clase 2, Cumplimiento con las especificaciones: AMS-2644; MIL-STD-271; MIL-STD-2132; AECL; ASTM E 165; ASTM E 1417; ASME Código B&PV, Sección V; NAVSEA 250-1500-1; Boeing BAC 5423 PSD 6-46 o 8-4; General Electric P50YP107; Boeing PS-21202"
0100076	01	00076	PENETRANTE ROJO SKL-SP2 300GR	SOLDADURA	01-5155-78	CU	206	13239	HIGH TECH SUPPLIES	"Penetrante marca Magnaflux Spotcheck modelo SKL-SP2, SKL-SP2 de 300gr, debe utilizarse a temperaturas entre 40°F y 125°F, color rojo con excelentes características de penetración. Ofrece la máxima confiabilidad para localizar defectos superficiales y discontinuidades y ha sido utilizado con éxito en cerámica no porosa y otros materiales similares, clasificación: Tipo 2, Método B, C o D. Aplicaciones: Soldaduras, forjas, recipientes a presión, piezas de fundición, metales en general, pruebas de filtración, centrales eléctricas, construcción. Cumplimiento con las especificaciones: AMS-2644, AECL, ASME B & PV Code Sec V, ASTM E1417, MIL-STD 2132, ASTM E165, MIL-STD-271"
0100077	01	00077	REVELADOR SKD-S2 330GR	SOLDADURA	01-5352-78	CU	192	13290	HIGH TECH SUPPLIES	"Revelador marca Magnaflux Spotcheck modelo SKD-S2, de 330gr. Partículas blancas para revelado en un solvente de secado rápido. Produce una capa blanca opaca que proporciona un excelente fondo de contraste para las indicaciones de los penetrantes.  Forma e Tipo no acuosa 2 Tinte visible (base solvente). Cumplimiento con las especificaciones: AMS 2644, MIL-STD-271, MIL-STD-2132, AECL, ASME Código B&PV, Sección V, Boeing PS-21202, AMS 2647, ASTM E1417, ASTM E165, NAVSEA 250-1500-1, Boeing BAC 5423, PSD 6-46 o 8-4, GE P50YP107"
0100078	01	00078	POLVO NEGRO MAGNAFLUX 7C-3.63KG	SOLDADURA		CU	0	123289	HIGH TECH SUPPLIES	
0100079	01	00079	ACOND ACUOSA MAGNAFLUX WA-2B 2.27KG	SOLDADURA		CU	0	73581	HIGH TECH SUPPLIES	
0100084	01	00084	CON SET 10MT CAN 95MM 0459528972	SOLDADURA		CU	0	1079904	ESAB	
0100085	01	00085	COOLANT TORCH 50% EG 1GL	SOLDADURA	0560950312	GL	0	46487	ESAB	
0100104	01	00104	PORTAELECTRODO LENCO 500AMP	SOLDADURA	01060/AF-50	CU	0	22128	HIGH TECH SUPPLIES	Porta electrodo marca Lenco para 500amp.
0100106	01	00106	PRENSA TIERRA LATON 300-AMP	SOLDADURA	ECLNS30	CU	1	2686.25	FLORIDA POWER	Prensa tierra de latón con dientes en bronce para 300amp
0100107	01	00107	PRENSA TIERRA LATON 500-AMP	SOLDADURA	ARC-042050	CU	7	8709	HIGH TECH SUPPLIES	Prensa tierra de latón con dientes en bronce para 500amp
0100114	01	00114	RODILLO 1.2/1.4 R2 0458825002	SOLDADURA	0458825002	CU	16	22661	ESAB	
0100115	01	00115	BOQ CONTACT TIP CUCRZR W 1.2 MBX3	SOLDADURA	0468502007	CU	60	2021	ESAB	
0100117	01	00117	GUANTE ESAB HT ALUM 500C GL-145	SOLDADURA	0700005046	PAR	2	51593	ESAB	
0100118	01	00118	LENTE INT MASC ORIGO-TECH	SOLDADURA	0700000246	CU	30	1759	CRV	
0100119	01	00119	LENTE EXT MASC ORIGO-TECH	SOLDADURA	0700000245	CU	30	1759	CRV	
0100120	01	00120	MASC ELECT ORIGO-TECH 9-13 NG	SOLDADURA	700000296	CU	0	100200	ESAB	
0100121	01	00121	MASC ELECT ORICO-TECH 9-13 AMA	SOLDADURA	700000298	CU	0	114814	ESAB	
0100122	01	00122	MASC ESAB GLOBE-ARC #11	SOLDADURA	700000943	CU	10	78145	ESAB	
0100123	01	00123	ANTEOJO ESAB AMBAR UV	SOLDADURA	0700012032	CU	3	4924	ESAB	
0100124	01	00124	ANTEOJO ESAB GRIS UV	SOLDADURA	0700012031	CU	0	4938	ESAB	
0100125	01	00125	GUANTE ESAB MIG -L- 700005043	SOLDADURA	700005043	PAR	27	18523	ESAB	
0100126	01	00126	GUANTE ESAB NEGRO HEAVY 22007	SOLDADURA	467222007	PAR	9	11032	ESAB	
0100127	01	00127	GUANTE ESAB TIG -L- 700005041	SOLDADURA	700005041	PAR	2	14949	ESAB	
0100128	01	00128	GUANTE ESAB TIG PROF -L- 15963	SOLDADURA	0701415963	PAR	2	7442	CRV	
0100129	01	00129	GUANTE ESAB TIG XL 700005042	SOLDADURA	0700005042	PAR	10	15158	ESAB	
0100132	01	00132	PCB POWER PC-1300 70A-230/460V	SOLDADURA	0558038315	CU	0	799637	ESAB	
0100134	01	00134	TARJETA CONTROL LAF-1251	SOLDADURA	487399885	CU	1	344270	ESAB	
0100135	01	00135	TARJETA CONTROL MM275 0558038364	SOLDADURA	0558038364	CU	0	321022	ESAB	
0100136	01	00136	TARJETA CIRCUITO ELETR RJLSPT 900542	SOLDADURA	900542	CU	0	271844	ESAB	
0100137	01	00137	MMC MODULE MIGMASTER	SOLDADURA	0349308458	CU	0	67387	CRV	
0100138	01	00138	MODULO DUAL IGTB 908707	SOLDADURA	908707	CU	0	287537	ESAB	
0100139	01	00139	PLACA IGTB DRIVER 908699	SOLDADURA	908699	CU	0	259233	ESAB	
0100140	01	00140	RELAIS SECURITY MKR3000	SOLDADURA	0451385001	CU	1	250582	ESAB	
0100141	01	00141	MOTOR W.GEAR (PULSE T) A6T	SOLDADURA	0449485881	CU	1	296530	ESAB	
0100148	01	00148	LOCKING RING 0145815001	SOLDADURA	0145815001	CU	4	17633	ESAB	
0100149	01	00149	RUBBER LINING 0145073001	SOLDADURA	0145073001	CU	2	71010	ESAB	
0100151	01	00151	KIT ACC P/MANG OXI/ACET 1/4	SOLDADURA	WES-7/8/17/7325	KIT	6	6609	CRV	
0100152	01	00152	TUERCA P/MANGUERA OXIGENO	SOLDADURA	WES-7	CU	50	1233	CRV	
0100153	01	00153	TUERCA P/MANGURA ACETILENO	SOLDADURA	WES-8	CU	50	543	CRV	
0100154	01	00154	CONECT SLEEVE 0.32-0.52 PINES	SOLDADURA	0323945002	CU	72	3850	ESAB	
0100156	01	00156	SLEEVE PLUG BURNDY 28-PINES	SOLDADURA	0368542006	CU	1	120668	ESAB	
0100157	01	00157	PANEL SOCKET (1/0-3/0) 600A	SOLDADURA		CU	0	7885	ESAB	
0100158	01	00158	TARJETA PCB CONTROL MTS-3500I	SOLDADURA	0558038350	CU	0	329705	ESAB	
0100160	01	00160	TARJETA ESAB DIGITAL 38076	SOLDADURA		CU	1	288684	CRV	
0100166	01	00166	RODILLO 1.2-1.4MM * TUB 707815	SOLDADURA	707815	CU	2	17759	ESAB	
0100167	01	00167	RODILLO 1.6MM * TUB 707816	SOLDADURA	707816	CU	4	23130	ESAB	
0100168	01	00168	RODILLO 0.9-1.2MM LISO 707812	SOLDADURA	707812	CU	5	5574	ESAB	
0100169	01	00169	RODILLO 1.4-1.6MM LISO 707813	SOLDADURA	707813	CU	4	5653	ESAB	
0100170	01	00170	BOQ CONT M8 1.0MM 707960	SOLDADURA	707960	CU	0	4193	ESAB	
0100172	01	00172	BOQ CONT M8 1.6MM 705240	SOLDADURA	705240	CU	10	4030	ESAB	
0100173	01	00173	GUIA ENTRADA ARISTO 906086	SOLDADURA	906086	CU	2	1685	ESAB	
0100174	01	00174	GUIA CENTRAL ARISTO 707821	SOLDADURA	707821	CU	2	2977	ESAB	
0100175	01	00175	GUIA SALIDA ARISTO 707605	SOLDADURA	707605	CU	2	4647	ESAB	
0100183	01	00183	"BOQ CONT TIP 0.062"" Q75062014"	SOLDADURA	Q75062014	CU	25	1403	ESAB	
0100191	01	00191	MAQ MIGMASTER 280-PRO 230V	SOLDADURA	0558101324	CU	1	2878777	ESAB	
0100192	01	00192	MAQ ESAB HELIARC 161 AC/DC	SOLDADURA	0558002625	CU	1	2059186	ESAB	
0100193	01	00193	MAQ PLASMA PC-900 208/230V	SOLDADURA	0558008121	CU	0	2231868	ESAB	
0100194	01	00194	MAQ PLASMA PC-1300 230/460V	SOLDADURA	0558007221	CU	2	2819268	ESAB	
0100195	01	00195	MAQ ESAB PORTATIL LHN220I 220V	SOLDADURA	727492	CU	0	370000	ESAB	
0100196	01	00196	SOLD CROWN 95 3/32 1LB	SOLDADURA	LS95/1N	RL	2	48640	CROWN	"Soldadura Crown Alloys #95 2.38mm (3/32""), estaño/plata (96.5%/3.5%), para bajas temperaturas uso en acero inoxidable y acero al carbón, así como en cobre, latón y bronce. Excelente para uso de equipos de manipulación de alimentos. (Uso sin fundente #95 Crown Alloys) rollos de 1LB."
0100197	01	00197	SOLD CROWN 95 1/8 1LB	SOLDADURA	LS95/1O	RL	7	52177	CROWN	"Soldadura Crown Alloys #95 3.17mm (1/8""), estaño/plata (96.5%/3.5%), para bajas temperaturas uso en acero inoxidable y acero al carbón, así como en cobre, latón y bronce. Excelente para uso de equipos de manipulación de alimentos. (Uso sin fundente #95 Crown Alloys) rollos de 1LB."
0100198	01	00198	SOLD ROYAL 130FC 3/32 BR ROSAD	SOLDADURA	RT130F/TO	KG	5.495	24664	CROWN	"Soldadura revestida para uso con marca Crown Alloys de 2.38 mm (1/8""), con las siguientes características: Se utiliza para aplicaciones en hierro fundido, hierro maleable, hierro dúctil, acero, cobre, latón bronce o uniones de diferentes metales. Resistencia a la tracción 65000psi, temperatura de trabajo 1550°/1700°F."
0100199	01	00199	SOLD ROYAL 130FC 1/8 BR ROSADA	SOLDADURA	RT130F/TO	KG	5.06	25023	CROWN	"Soldadura revestida para uso con marca Crown Alloys de 3.17 mm (1/8""), con las siguientes características: Se utiliza para aplicaciones en hierro fundido, hierro maleable, hierro dúctil, acero, cobre, latón bronce o uniones de diferentes metales. Resistencia a la tracción 65000psi, temperatura de trabajo 1550°/1700°F."
0100202	01	00202	SOLD ROYAL 120FC 3/32 (AZUL)	SOLDADURA	RT120F/TN	KG	11.54	26176	CROWN	"Soldadura revestida para uso con gas marca Crown Alloys modelo 120FC, base Nickel/Plata de 2.38 mm (3/32""), con las siguientes características: Resistencia tensil 70000psi,   cumple con la norma AWS A5.8-92, dureza 90-100 brinell a trabajo  endurece hasta 200Brinell."
0100204	01	00204	SOLD ROYAL 120FC 1/8 (AZUL)	SOLDADURA	RT120F/TO	KG	8.395	25415	CROWN	"Soldadura revestida para uso con gas marca Crown Alloys modelo 120FC, base Nickel/Plata de 3.17 mm (1/8""), con las siguientes características: Resistencia tensil 70000psi,   cumple con la norma AWS A5.8-92, dureza 90-100 brinell a trabajo  endurece hasta 200Brinell."
0100205	01	00205	SOLD ROYAL KIRKROD 1/8 ANTIMONIO	SOLDADURA	RTKIRK-EO	KG	0	20606	CROWN	"Soldadura eléctrica marca Crown Alloys de 3.17 mm (1/8""), con las siguientes características: Elongación 2"" de 8.4%. Tipo de corriente: AC, Kirkrod  es utilizada para soldar metales a base de Zinc, resistencia tensil 39000psi, resistencia a la compresión 93100psi, dureza de 100 brinell, intervalo de fusión 715°/735°F."
0100207	01	00207	SOLD ROYAL 116-T REC/DURO 1/8	SOLDADURA	RT116T/TO	KG	2.415	43992.75	CROWN	"Soldadura marca Crown Alloys modelo 116-T de 3.17 mm (1/8"") base cobalto y recubrimiento duro, con las siguientes características: Dureza de 41 - 46 Rockwell C. Tipo de corriente: DC uso con TIG gas argón, también puede ser usada con oxi/acetileno.  Cumple con la norma AWS A 5.21, recomendable el pre-calentamiento entre 200°-500°F"
0100208	01	00208	SOLD ROYAL 119-T REC/DURO 3/16	SOLDADURA	RT119/TQ	KG	2.225	89924	CROWN	"Soldadura marca Crown Alloys modelo 119-T de 4.76 mm (3/16"") recubrimiento duro, con las siguientes características: Dureza de 56-52 Rockwell C. Tipo de corriente: DC uso con TIG gas argón, también puede ser usada con oxi/acetileno, resistente al agua salada, vapor y muchos productos químicos corrosivos y donde hay temperaturas elevadas."
0100210	01	00210	SOLD ROYAL 205 1/8 AC ESTRUCTU	SOLDADURA	RE205/EO	KG	32.4	11724	CROWN	"Soldadura eléctrica marca Crown Alloys modelo 205 de 3,17 mm (1/8""), con las siguientes características: Revestimiento de polvo de hierro. Elongación de 2"" entre 28/32%. Tipo de corriente: AC / DC polaridad inversa. Resistencia a la tracción 78000psi, limite elástico 67000psi. Soldadura bajo hidrogeno."
0100214	01	00214	SOLD ROYAL 220M 1/16 AC ALIADO	SOLDADURA	RE220/EL	KG	4.14	57740	CROWN	"Soldadura eléctrica marca Crown Alloys de 1.58 mm (1/16""), con las siguientes características: Elongación 2% entre 25 - 32%. Tipo de corriente: AC / DC polaridad invertida. Resistencia a la tracción 120000psi y al trabajo hasta 180000psi, Dureza de 200-300 brinell, 200-M suelda 50 tipos diferentes de acero como acero de herramienta, aceros inoxidables, aceros al níquel, aceros disimiles. Precalentar antes de soldar preferiblemente entre 300°/500°F"
0100215	01	00215	SOLD ROYAL 220M 3/32 AC ALIADO	SOLDADURA	RE220M/EN	KG	0	50895	CROWN	"Soldadura eléctrica marca Crown Alloys de 2.38 mm (3/32""), con las siguientes características: Elongación 2% entre 25 - 32%. Tipo de corriente: AC / DC polaridad invertida. Resistencia a la tracción 120000psi y al trabajo hasta 180000psi, Dureza de 200-300 brinell, 200-M suelda 50 tipos diferentes de acero como acero de herramienta, aceros inoxidables, aceros al níquel, aceros disimiles. Precalentar antes de soldar preferiblemente entre 300°/500°F"
0100216	01	00216	SOLD ROYAL 220M 1/8 AC ALIADO	SOLDADURA	RE220M/EO	KG	10.695	52519	CROWN	"Soldadura eléctrica marca Crown Alloys de 3.17 mm (1/8""), con las siguientes características: Elongación 2% entre 25 - 32%. Tipo de corriente: AC / DC polaridad invertida. Resistencia a la tracción 120000psi y al trabajo hasta 180000psi, Dureza de 200-300 brinell, 200-M suelda 50 tipos diferentes de acero como acero de herramienta, aceros inoxidables, aceros al níquel, aceros disimiles. Precalentar antes de soldar preferiblemente entre 300°/500°F"
0100225	01	00225	SOLD ROYAL 235 1/8 AC MANGANES	SOLDADURA	RE235/EO	KG	22.51	15800	CROWN	"Soldadura eléctrica marca Crown Alloys de  modelo 235 acero al manganeso 3,17 mm (1/8""), con las siguientes características: Tipo de corriente: AC / DC. Dureza de 30-35 Rockwell-C y a 45 Rockwell-C al trabajo, resistencia a la tracción de 120000psi, amperaje requerido de entre 80-135 y soldadura de relleno."
0100226	01	00226	SOLD ROYAL 235 5/32 AC MANGANES	SOLDADURA	RE235/EP	KG	13.01	20587	CROWN	"Soldadura eléctrica marca Crown Alloys de  modelo 235 acero al manganeso 3.96 mm (5/32""), con las siguientes características: Tipo de corriente: AC / DC. Dureza de 30-35 Rockwell-C y a 45 Rockwell-C al trabajo, resistencia a la tracción de 120000psi, amperaje requerido de entre 80-135 y soldadura de relleno."
0100230	01	00230	SOLD ROYAL 240 1/8 REC DURO	SOLDADURA	RE240/EO	KG	9.895	21047	CROWN	"Soldadura eléctrica marca Crown Alloys modelo 240, recubrimiento duro, de 3,17 mm (1/8""), con las siguientes características: Dureza de 58-62 Rockwell-C, amperaje requerido entre 80-130, se recomienda si es rellenar hacerlo con la 235 y terminar son la 240 y no más de 2 cordones."
0100232	01	00232	SOLD ROYAL 240 5/32 REC DURO	SOLDADURA	RE240/EP	KG	17.225	20331	CROWN	"Soldadura eléctrica marca Crown Alloys modelo 240, recubrimiento duro, de 3.96 mm (5/32""), con las siguientes características: Dureza de 58-62 Rockwell-C, amperaje requerido entre 80-130, se recomienda si es rellenar hacerlo con la 235 y terminar son la 240 y no más de 2 cordones."
0100235	01	00235	SOLD CROWN 255 3/32 H.F MAQ	SOLDADURA	NE255/EN	KG	4.11	51294	CROWN	"Soldadura eléctrica marca Crown Alloys modelo 255 Hierro fundido maquinable de 2.38 mm (3/32""), con las siguientes características: Elongación de 2"" (4-12%). Tipo de corriente: AC / DC, amperaje requerido 40-80. Cumple con la norma AWS A5.15, dureza de entre 200/400 Brinell. Entre 45-60% Nickel."
0100236	01	00236	SOLD CROWN 255 1/8 H.F MAQ	SOLDADURA	NE255/EO	KG	6.565	52443	CROWN	"Soldadura eléctrica marca Crown Alloys modelo 255 Hierro fundido maquinable de 3,17 mm (1/8""), con las siguientes características: Elongación de 2"" (4-12%). Tipo de corriente: AC / DC, amperaje requerido 60-110. Cumple con la norma AWS A5.15, dureza de entre 200/400 Brinell. Entre 45-60% Nickel."
0100237	01	00237	SOLD CROWN 255 5/32 H.F MAQ	SOLDADURA	NE255/EP	KG	7.88	48292	CROWN	"Soldadura eléctrica marca Crown Alloys modelo 255 Hierro fundido maquinable de 3.96 mm (5/32""), con las siguientes características: Elongación de 2"" (4-12%). Tipo de corriente: AC / DC, amperaje requerido 100-140. Cumple con la norma AWS A5.15, dureza de entre 200/400 Brinell. Entre 45-60% Nickel."
0100239	01	00239	SOLD ROYAL 260 1/8 H.F MAQ	SOLDADURA	RE260/EO	KG	15.245	60068	CROWN	"Soldadura eléctrica marca Crown Alloys modelo 260 Hierro fundido maquinable de 3.17 mm (1/8""), con las siguientes características: Elongación de 2"" (4-12%). Tipo de corriente: AC / DC, amperaje requerido 60-110. Cumple con la norma AWS A5.15, dureza de entre 200/400 Brinell. Porcentaje mínimo de Nickel 55%."
0100245	01	00245	SOLD ROYAL 270 1/8 H.F NO MAQ	SOLDADURA	RE270/EO	KG	5.8	13238	CROWN	"Soldadura eléctrica marca Crown Alloys modelo 270 Hierro fundido  no maquinable de 3.17 mm (1/8""), con las siguientes características: Tipo de corriente: AC / DC polaridad invertida, amperaje requerido 80-120. Resistencia a la tracción 60000psi, 270 es usada donde no se requiere maquinado y como primer pase antes de una soldadura que si requiera maquinado. Precalentar 400°/500°F."
0100250	01	00250	SOLD CROWN 295 3/32 H.F MAQ	SOLDADURA	NE295/EN	KG	5.885	51765	CROWN	"Soldadura eléctrica marca Crown Alloys modelo 295 Hierro fundido maquinable de 2.38 mm (3/32""), con las siguientes características: Elongación de 2"" (2.4%). Tipo de corriente: AC / DC, amperaje requerido 40-80. Cumple con la norma AWS A5.15, dureza de entre 175/225 Brinell. Porcentaje mínimo de Nickel 85%"
0100252	01	00252	SOLD CROWN 295 1/8 H.F MAQ	SOLDADURA	NE295/EO	KG	7.55	60225	CROWN	"Soldadura eléctrica marca Crown Alloys modelo 295 Hierro fundido maquinable de 3,17 mm (1/8""), con las siguientes características: Elongación de 2"" (2.4%). Tipo de corriente: AC / DC, amperaje requerido 60-110. Cumple con la norma AWS A5.15, dureza de entre 175/225 Brinell. Porcentaje mínimo de Nickel 85%"
0100255	01	00255	SOLD ROYAL 100 3/32 ALUM S/R	SOLDADURA	RT100/TN	KG	4.83	31823	CROWN	"Soldadura para uso con gas marca Crown Alloys modelo 100 de 2.38 mm (3/32""), con las siguientes características: sin revestimiento, resistencia a la tracción hasta 35000psi, temperatura trabajo 1075°F, limite elástico hasta 28000psi, requiere fundente Crown #100"
0100256	01	00256	SOLD ROYAL 100 1/8 ALUM S/R	SOLDADURA	RT100/TO	KG	9.705	28922	CROWN	"Soldadura para uso con gas marca Crown Alloys modelo 100 de 3,17 mm (1/8""), con las siguientes características: sin revestimiento, resistencia a la tracción hasta 35000psi, temperatura trabajo 1075°F, limite elástico hasta 28000psi, requiere fundente Crown #100"
0100260	01	00260	SOLD ROYAL 300 3/32 ALUMINIO	SOLDADURA	RE300/EN	KG	2.57	38443	CROWN	"Soldadura eléctrica marca Crown Alloys de 2.38 mm (3/32""), con las siguientes características: Resistencia tensil de 34000psi, Tipo de corriente: DC. Precalentar a 600°C mejora la calidad de la soldadura, también puede ser usa con gas, amperaje requerido de 100-150."
0100262	01	00262	SOLD ROYAL 300 1/8 ALUMINIO	SOLDADURA	RE300/EO	KG	0.78	37038	CROWN	"Soldadura eléctrica marca Crown Alloys de 3.17 mm (1/8""), con las siguientes características: Resistencia tensil de 34000psi, Tipo de corriente: DC. Precalentar a 600°C mejora la calidad de la soldadura, también puede ser usa con gas, amperaje requerido de 100-150."
0100279	01	00279	SOLD ROYAL 3100 3/32 BRONCE	SOLDADURA	RE3100/EN	KG	4.1	39123	CROWN	
0100280	01	00280	SOLD ROYAL 3100 1/8 BRONCE	SOLDADURA	RE3100/EO	KG	0.09	45100	CROWN	"Soldadura eléctrica marca Crown de 3,17 mm (1/8""), con las siguientes características: Elongación 2"" de 45 - 50%. Tipo de corriente: DC polaridad invertida. Resistencia a la tracción de 66000psi, dureza de 90 a 100 brinell, limite elástico de 35000psi, cordones rectos, precalentar a 900°F aleaciones de cobre, amperaje requerido de 90-140"
0100296	01	00296	RELIEF STRAIN PT-38 0558007460	SOLDADURA	0558007460	CU	1	5599	CRV	
0100297	01	00297	ORING .239 ID X .040  PT-37/38	SOLDADURA	0558009426	CU	7	3197	CRV	
0100298	01	00298	ORING 0.590 I.D X 0.070	SOLDADURA	2223489	CU	10	2709	CRV	
0100299	01	00299	ORING .468ID X .078 FLUO	SOLDADURA	950790	CU	2	3896	ESAB	
0100300	01	00300	SPRING W-45 29Z60	SOLDADURA	29Z60	CU	4	3915.35	ESAB	
0100301	01	00301	NUT CONN I.00 14F 0.754ID	SOLDADURA	136Z13	CU	4	15313.6	ESAB	
0100302	01	00302	SPRING RETAINING 93Z23	SOLDADURA	93Z23	CU	4	4202.8	ESAB	
0100303	01	00303	STEM AY VALVE W 24R 54A91	SOLDADURA	54A91	CU	2	14154.45	ESAB	
0100304	01	00304	VLV THROT AY W 17/500 OXY	SOLDADURA	54A82	CU	2	16533.2	ESAB	
0100305	01	00305	VALVULA CORTADOR OXW 08M06	SOLDADURA	08M06	CU	2	14729.3	ESAB	
0100306	01	00306	TUERCA BOQ CORTADOR OXW 33A56	SOLDADURA	33A56	CU	5	5600	ESAB	
0100307	01	00307	VALV SALID CORT/MANE OXW 18255	SOLDADURA	18255	CU	10	10387	ESAB	
0100308	01	00308	MEZCLADOR CORTADOR OXW 22K41	SOLDADURA	22K41	CU	8	10834.05	ESAB	
0100309	01	00309	ORING .551 ID X .070	SOLDADURA	96W97	CU	15	3439.2	ESAB	
0100310	01	00310	ADAPTOR 998675	SOLDADURA	998675	CU	3	17593.7	ESAB	
0100311	01	00311	SLIP RING R 7600 REG 998169	SOLDADURA	998169	CU	6	1466.7	ESAB	
0100312	01	00312	DIAPHRAGM AY R 7600 REG	SOLDADURA	998155	CU	7	7215.65	ESAB	
0100313	01	00313	ORING .737 ID X .103 2064060	SOLDADURA	2064060	CU	8	604.5	ESAB	
0100314	01	00314	SEAT VALVE R 76/R 77 998852	SOLDADURA	998852	CU	18	4718.15	ESAB	
0100315	01	00315	SPRING VALVE CLOSING 998963	SOLDADURA	998963	CU	6	1516.5	ESAB	
0100316	01	00316	RING BACK UP R 76/R 77 REG	SOLDADURA	950140	CU	5	1308.65	ESAB	
0100317	01	00317	FILTER INLET NIPPLE 71Z33	SOLDADURA	71Z33	CU	6	1872.85	ESAB	
0100318	01	00318	ADAPTADOR CORTADOR OXW 19K07	SOLDADURA	19K07	CU	2	17892.75	ESAB	
0100320	01	00320	DISK SAFETY REALESE 92Z08	SOLDADURA	92Z08	CU	10	10781.4	ESAB	
0100321	01	00321	WASHER SAFETY REL 92Z07	SOLDADURA	92Z07	CU	9	5289.9	ESAB	
0100326	01	00326	BOQ CERAM HW-17 #5 105Z60	SOLDADURA	105Z60	CU	10	6203	CRV	
0100327	01	00327	BOQ CERAM HW-17 #6 12N02	SOLDADURA	12N02	CU	10	6203	CRV	
0100335	01	00335	BOQ CONTACT TIP HD .035 002368	SOLDADURA	0558002368	CU	10	1726	ESAB	
0100336	01	00336	BOQ CONTACT TIP HD .040 002369	SOLDADURA	0558002369	CU	15	1726	ESAB	
0100337	01	00337	BOQ CONTACT TIP .045 75045014	SOLDADURA	Q75045014	CU	18	1824	CRV	
0100338	01	00338	BOQ CONT TIP HD .045 37286	SOLDADURA	37286	CU	0	3317	ESAB	
0100339	01	00339	FUSIBLE 15A/600V 952137	SOLDADURA	952137	CU	2	14781	ESAB	
0100341	01	00341	CAPACITOR 0.12UF/1000VDC	SOLDADURA	674216	CU	3	10649.5	ESAB	
0100344	01	00344	VALVE STEM HW 26V 598279	SOLDADURA	598279	CU	4	3046.85	ESAB	
0100345	01	00345	KIT ACCESORIOS P/EQ TIG QAK 2	SOLDADURA	QAK-2	CU	1	20798.4	ESAB	
0100346	01	00346	COBERTOR CORTO TIG 57Y04	SOLDADURA	Q57Y04	CU	0	2174	CRV	
0100347	01	00347	COBERTOR LARGO TIG 57Y02	SOLDADURA	57Y02	CU	0	2093	CRV	
0100348	01	00348	MORDAZA EQ TIG 10N23*1/16	SOLDADURA	10N23	CU	0	1211	ESAB	
0100352	01	00352	MORDAZA EQ TIG 10N25*1/8	SOLDADURA	10N25	CU	11	1211	CRV	
0100354	01	00354	CUERPO MORDAZA TIG 1/16*10N31	SOLDADURA	10N31	CU	0	2012	ESAB	
0100356	01	00356	CUERPO MORDAZA TIG 3/32*10N32	SOLDADURA	10N32	CU	0	2012	ESAB	
0100357	01	00357	CUERPO MORDAZA TIG 1/8*10N28	SOLDADURA	10N28	CU	0	2012	ESAB	
0100358	01	00358	"CUERPO MORDAZA TIG .040"" 10N30"	SOLDADURA	10N30	CU	20	1949	ESAB	
0100360	01	00360	BOQ ALTO IMPACT #4 1/4*10N50*	SOLDADURA	10N50	CU	22	1040	ESAB	
0100361	01	00361	BOQ ALTO IMPACT #5 5/16*10N49*	SOLDADURA	10N49	CU	27	1040	ESAB	
0100362	01	00362	BOQ ALTO IMPACT #6 3/8*10N48*	SOLDADURA	10N48	CU	0	1040	ESAB	
0100363	01	00363	BOQ ALTO IMPACT #7 7/16*10N47*	SOLDADURA	10N47	CU	34	1040	ESAB	
0100364	01	00364	BOQ ALTO IMPACT #8 1/2*10N46*	SOLDADURA	10N46	CU	4	1040	ESAB	
